y_val,y_pred_val
59.54,59.04729999999997
39.93,39.420300000000054
75.08,74.49289999999996
59.82,66.37889999999997
49.55,49.4449
54.72,54.349100000000014
71.88,73.68300000000006
40.06,40.91420000000001
60.27,57.604900000000036
38.7,40.61470000000002
46.23,49.55000000000001
86.12,86.77689999999997
72.98,73.83520000000003
43.46,42.514199999999974
76.34,76.06550000000001
65.08,67.4638
48.71,49.329800000000034
58.67,57.91059999999996
43.8,44.198899999999966
66.03,67.47700000000003
69.85,70.31350000000002
73.62,69.09809999999999
67.04,68.0684
70.08,71.90899999999989
64.21,65.83870000000002
72.45,72.50600000000001
67.23,67.83119999999998
61.19,62.10109999999999
78.83,79.1855
81.92,83.86710000000002
53.63,53.36509999999998
42.99,44.34109999999999
74.78,73.90299999999999
70.92,70.48549999999994
53.17,50.30710000000001
33.9,37.62890000000002
61.4,62.82670000000002
41.3,40.264700000000005
62.73,63.321699999999986
76.18,76.82289999999998
65.21,65.92170000000006
73.53,73.32890000000002
55.29,59.70590000000005
61.86,61.72280000000004
48.05,47.25310000000004
48.15,44.1443
44.06,45.91620000000005
58.31,55.52630000000001
68.33,68.92600000000004
67.26,68.6434
33.04,35.416400000000024
27.02,35.001099999999994
46.54,47.82829999999999
56.94,46.941500000000026
55.81,55.420299999999976
56.16,56.33780000000005
68.62,69.42790000000004
49.98,49.37289999999999
60.93,61.587099999999936
91.2,92.39500000000002
81.04,79.29659999999997
66.26,66.2327
70.72,72.01110000000003
50.77,49.88899999999999
32.83,33.30859999999998
51.89,51.48399999999999
55.71,53.69159999999999
73.44,72.78519999999995
70.34,70.01889999999999
35.59,35.536800000000014
59.64,58.7121
79.28,77.9386999999999
54.73,58.04339999999999
54.68,54.436399999999985
69.25,69.14270000000002
63.01,63.9137
44.8,46.025600000000026
67.92,66.38749999999993
65.19,66.39879999999998
62.05,61.73070000000004
60.56,60.549400000000006
58.86,58.5431
54.56,53.946799999999996
73.07,73.66800000000003
48.56,48.89730000000002
39.44,37.36499999999999
85.02,81.88739999999999
49.44,49.54589999999998
59.31,52.886500000000005
65.13,66.09200000000001
62.97,63.1669
70.13,60.83260000000002
69.9,68.66489999999997
50.81,50.537300000000016
52.94,54.54139999999997
52.36,53.4177
70.11,64.73220000000003
33.8,35.879599999999996
60.24,68.1682
54.83,51.508799999999965
72.14,75.72140000000003
75.61,72.35680000000002
40.07,39.602299999999985
48.33,41.945899999999966
77.91,77.92570000000012
26.46,29.644700000000004
67.24,67.76459999999999
67.19,67.4572
43.97,44.109899999999996
53.55,53.549400000000006
22.98,26.095699999999983
63.79,57.7402
30.99,31.470900000000047
63.81,64.65550000000007
27.07,28.856300000000005
67.85,62.27419999999999
55.14,54.2738
61.14,59.28069999999999
53.94,54.56610000000001
50.96,51.579599999999985
50.71,50.31969999999999
53.38,53.03100000000007
29.34,30.12729999999999
33.69,33.728699999999996
37.26,49.99700000000003
57.61,57.77949999999997
44.04,43.67869999999998
35.14,35.87389999999998
52.85,51.96260000000001
42.86,47.66479999999999
39.31,41.295199999999966
42.41,46.24279999999999
43.22,43.6528
53.25,52.88020000000002
65.18,65.15859999999999
60.92,60.7472
58.28,58.169099999999986
61.11,62.284400000000026
55.94,53.460800000000006
42.79,42.43650000000002
54.62,54.30679999999996
84.55,82.73079999999996
61.8,60.49770000000002
37.72,36.3863
64.58,64.27540000000003
53.85,53.9719
65.39,64.6513
57.81,57.90489999999997
78.67,78.89200000000001
50.5,51.22290000000002
56.77,55.663399999999996
37.59,37.62149999999995
65.3,64.39269999999999
72.53,72.50389999999997
86.58,86.17780000000002
66.09,68.2
43.54,43.83129999999997
63.22,65.21849999999998
71.7,71.89050000000003
43.91,44.724999999999994
49.97,49.68940000000001
71.4,71.2832
71.46,70.74349999999998
71.23,71.67249999999996
85.48,78.12709999999993
76.55,70.31360000000002
68.23,67.8945
49.56,49.04979999999997
51.65,54.455300000000015
44.6,44.417099999999984
71.55,70.15719999999999
67.18,60.5854
51.41,51.7701
39.33,39.096300000000014
45.11,50.91810000000001
65.74,65.74400000000009
68.44,64.27730000000001
75.98,62.70750000000005
64.08,63.50799999999997
75.29,72.91200000000003
75.04,68.6838
70.68,70.63150000000005
61.87,67.6332
64.93,64.05219999999993
52.44,52.61829999999999
49.7,52.5712
20.64,20.4513
62.54,64.68440000000002
70.93,68.59720000000004
57.28,57.26030000000001
53.22,54.40759999999997
48.52,48.7217
49.72,50.205400000000026
45.16,45.08759999999998
55.73,57.80819999999998
73.39,71.32990000000001
62.33,62.3545000000001
71.03,69.94510000000002
45.53,46.12339999999999
68.54,59.38579999999998
68.34,68.34169999999999
49.05,48.4781
49.13,51.60100000000002
56.91,56.757999999999946
29.39,38.13690000000003
76.63,76.50400000000005
64.5,65.0508
47.1,45.61760000000001
39.05,39.97880000000002
48.7,48.965300000000006
55.7,54.56369999999998
48.86,48.99359999999998
56.76,57.95259999999999
57.01,57.333500000000015
58.58,66.05709999999998
74.28,75.02680000000005
71.79,65.07430000000002
45.75,44.83409999999999
55.42,51.74129999999998
60.3,61.330799999999996
81.15,81.94030000000001
48.11,52.34199999999999
48.46,47.852799999999974
54.99,55.62790000000005
48.31,57.5076
80.47,79.6784
52.28,51.54110000000002
60.92,61.18890000000001
74.58,75.38620000000003
58.5,55.808499999999974
52.84,54.05340000000001
45.32,46.58649999999998
69.04,69.1453
61.01,60.42500000000001
53.24,51.421199999999956
61.77,59.79419999999998
66.34,67.13430000000002
49.46,54.457900000000016
49.97,48.53899999999998
45.56,45.27289999999999
49.6,51.47949999999999
69.13,68.66339999999997
72.92,71.25629999999997
77.61,77.66559999999998
50.17,50.59400000000001
81.94,80.42370000000004
49.31,49.664399999999986
63.54,64.91840000000003
84.28,86.83070000000006
54.5,55.26420000000001
48.38,49.27900000000003
73.25,70.43930000000006
38.47,39.101500000000016
59.27,55.791899999999984
61.73,61.797000000000025
38.04,37.250199999999964
44.83,46.2679
64.49,69.3264
69.09,69.3184
78.87,74.35339999999995
96.3,95.56080000000007
61.36,61.99249999999997
51.14,49.21670000000004
53.27,53.890000000000015
67.53,68.24220000000001
45.36,44.513400000000026
54.18,60.10670000000001
50.45,52.18299999999999
64.12,63.0493
58.58,58.963599999999985
84.49,80.85970000000006
70.21,69.01159999999999
40.69,38.29419999999999
54.85,54.16719999999995
40.88,42.37069999999998
63.33,62.753399999999964
45.53,44.75040000000003
72.0,68.41039999999998
43.29,43.72609999999999
41.48,41.77519999999998
45.12,43.51439999999998
13.72,27.389400000000006
60.09,62.63870000000001
71.51,72.12740000000001
53.33,45.7404
61.29,61.43400000000001
67.32,71.37049999999995
75.44,77.5104
84.23,82.62550000000002
42.41,43.52559999999998
44.27,44.16510000000003
70.26,67.09610000000009
56.71,57.76919999999995
56.8,55.80729999999997
46.99,48.28689999999997
63.18,63.7429
76.08,52.11739999999999
77.02,76.32029999999996
57.53,62.680299999999995
76.28,75.46009999999995
66.22,66.01060000000003
81.47,81.23530000000008
51.07,51.898
52.31,54.29959999999999
49.91,50.415600000000005
54.5,54.029699999999984
41.1,43.28269999999995
69.04,68.7903
81.98,81.36179999999999
55.93,59.07019999999996
64.82,65.1043
24.69,25.056699999999996
54.63,54.343500000000034
66.61,61.545100000000026
50.05,52.81930000000003
45.95,51.14330000000001
60.09,59.85869999999999
29.89,28.427100000000014
59.43,59.73279999999999
47.42,48.404800000000016
75.21,73.499
48.99,49.365999999999985
27.84,32.31059999999999
71.13,72.23780000000004
61.46,61.57809999999999
65.98,66.93780000000001
53.27,51.4955
75.16,75.15600000000003
40.94,42.63540000000001
56.11,57.03850000000002
19.53,19.483699999999995
59.17,58.24890000000002
68.43,70.40720000000002
60.59,60.93219999999996
